flow_id,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
xgb-d01-benign-ehr-https-053,1777691880000,1777691940767,10.42.100.22,49724,10.42.20.15,443,6,91,1769,16,6579,16,27,27,27,60767,60767,60756,128,128,1500,40,40,1500,0,0,246,6,0,0,232,866,24,2,0,2,4,8192,26883,62976,246,0,0,0,0,0,10015,4050,4860,0,10015,4050,4872,Benign,Benign
xgb-d01-benign-patient-portal-http-054,1777692720000,1777692720001,198.51.100.28,49735,203.0.113.10,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-attack-metadata-service-access-055,1777693560000,1777693675901,10.42.20.15,49746,169.254.169.254,80,6,7,1134,17,2553,16,219,219,27,115901,115901,115870,128,128,1500,40,40,1500,0,0,451,11,0,0,78,176,30,0,2,0,1,8192,29200,49920,195,0,0,0,0,0,10046,7243,4313,0,10046,7724,4023,Malicious,Infilteration
xgb-d01-benign-patient-portal-https-056,1777694400000,1777694516620,198.51.100.30,49757,203.0.113.10,443,6,91,2994,49,116133,87,26,26,26,116620,116620,116558,128,128,1500,40,40,1500,0,0,0,0,0,0,205,7966,51,4,3,2,76,8192,29200,0,0,0,0,0,0,0,58330,2429,11621,0,58341,1355,8772,Benign,Benign
xgb-d01-benign-patient-portal-http-057,1777695240000,1777695240001,198.51.100.31,49768,203.0.113.10,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-internal-dns-058,1777696080000,1777696080003,10.42.100.27,53057,10.42.60.5,53,17,5,57,1,89,1,0,0,0,3,0,0,0,0,89,57,57,89,29,19,0,0,0,0,114000,178000,2,0,0,0,0,0,0,0,0,62298,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-http-059,1777696920000,1777696920001,198.51.100.33,49790,203.0.113.10,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-https-060,1777697760000,1777697760125,198.51.100.34,49801,203.0.113.10,443,6,91,965,10,4183,9,31,31,27,125,125,115,128,128,1500,40,40,1500,33,7,0,0,0,0,61269,265587,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,46,13,15,0,56,14,21,Benign,Benign
xgb-d01-benign-app-db-mssql-061,1777698600000,1777698600001,10.42.20.15,49812,10.42.30.25,1433,6,114,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-app-db-mysql-062,1777699440000,1777699440001,10.42.20.15,49823,10.42.30.25,3306,6,20,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,16384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-internal-dns-063,1777700280000,1777700280021,10.42.100.32,53062,10.42.60.5,53,17,5,57,1,113,1,0,0,0,21,0,0,0,0,113,57,57,113,5,2,0,0,0,0,20727,41090,2,0,0,0,0,0,0,0,0,47561,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-attack-portal-ddos-burst-064,1777701120000,1777701120061,198.51.100.180,49845,203.0.113.10,80,6,7,548,5,1147,5,219,219,27,61,61,61,127,127,975,40,40,975,18,8,0,0,0,0,70709,148000,8,0,1,1,0,65535,26883,0,0,0,0,0,0,14,27,15,9,1,27,15,9,Malicious,DDOS_attack-HOIC
xgb-d01-benign-internal-dns-065,1777701960000,1777701960210,10.42.100.34,53064,10.42.60.5,53,17,5,63,1,156,1,0,0,0,210,0,0,0,0,156,63,63,156,0,0,0,0,0,0,2388,5914,1,1,0,0,0,0,0,0,0,39298,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-http-066,1777702800000,1777702800001,198.51.100.40,49867,203.0.113.10,80,6,7,360,5,455,5,27,27,27,1,1,1,128,128,283,40,40,283,455,360,0,0,0,0,1440000,1820000,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-ehr-https-067,1777703640000,1777703649097,10.42.100.36,49878,10.42.20.15,443,6,91,152,3,0,0,2,2,0,9097,9097,0,128,128,52,48,0,52,0,0,100,2,0,0,133,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3081,6015,4548,1466,0,0,0,0,Benign,Benign
xgb-d01-benign-staff-saas-068,1777704480000,1777704489097,10.42.100.42,49889,198.51.100.150,443,6,91,152,3,0,0,2,2,0,9097,9097,0,128,128,52,48,0,52,0,0,100,2,0,0,133,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3081,6015,4548,1466,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-https-069,1777705320000,1777705329018,198.51.100.43,49900,203.0.113.10,443,6,91,152,3,0,0,2,2,0,9018,9018,0,128,128,52,48,0,52,0,0,100,2,0,0,134,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3003,6015,4509,1506,0,0,0,0,Benign,Benign
xgb-d01-benign-internal-dns-070,1777706160000,1777706160123,10.42.100.39,53069,10.42.60.5,53,17,5,73,1,140,1,0,0,0,123,0,0,0,0,140,73,73,140,1,0,0,0,0,0,4709,9032,1,1,0,0,0,0,0,0,0,26305,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-http-071,1777707000000,1777707000001,198.51.100.45,49922,203.0.113.10,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-internal-dns-072,1777707840000,1777707840047,10.42.100.41,53071,10.42.60.5,53,17,5,72,1,226,1,0,0,0,47,0,0,0,0,226,72,72,226,4,1,0,0,0,0,12000,37666,1,1,0,0,0,0,0,0,0,37493,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-attack-backup-exfil-https-073,1777708680000,1777708799699,10.42.40.12,49944,198.51.100.123,443,6,91,456,6,492,3,24,24,24,119699,119699,119621,128,128,164,40,40,164,0,0,0,0,0,0,30,32,6,3,0,0,0,258,7700,0,0,0,0,0,0,77,59936,23939,29225,59607,60013,59810,202,Malicious,Infilteration
xgb-d01-benign-admin-rdp-074,1777709520000,1777709521306,10.42.50.9,49955,10.42.50.8,3389,6,88,1480,8,1913,8,222,222,90,1306,1306,1289,106,106,1213,40,40,1213,1,1,0,0,0,0,9058,11709,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,1100,186,374,19,1032,183,347,Benign,Benign
xgb-d01-benign-admin-ssh-075,1777710360000,1777710360001,10.42.50.9,49966,10.42.50.8,22,6,92,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-admin-rdp-076,1777711200000,1777711203049,10.42.50.9,49977,10.42.50.8,3389,6,88,1380,8,1761,8,222,222,26,3049,3049,2772,98,98,1189,40,40,1189,0,0,0,0,0,0,3619,4619,11,3,0,1,1,8192,64000,0,0,0,0,0,0,0,1303,435,382,123,904,395,225,Benign,Benign
