flow_id,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
xgb-d01-benign-patient-portal-web-011,1777652220000,1777652336892,198.51.100.30,49222,203.0.113.10,443,6,91,2114,27,116092,86,26,26,26,116892,116892,116829,128,128,1500,40,40,1500,0,0,0,0,0,0,144,7945,29,4,2,2,76,8192,29200,0,0,0,0,0,0,0,58382,4495,15509,0,58394,1374,8830,Benign,Benign
xgb-d01-benign-workstation-dns-012,1777652652000,1777652652019,10.60.100.92,53011,10.60.60.5,53,17,5,71,1,127,1,0,0,0,19,0,0,0,0,127,71,71,127,6,3,0,0,0,0,28400,50800,2,0,0,0,0,0,0,0,0,17428,1,30,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-web-013,1777653084000,1777653084292,198.51.100.32,49236,203.0.113.10,443,6,91,965,10,4183,9,31,31,27,292,292,282,128,128,1500,40,40,1500,14,3,0,0,0,0,26348,114211,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,159,32,51,0,170,35,59,Benign,Benign
xgb-d01-benign-workstation-dns-014,1777653516000,1777653516001,10.60.100.54,53013,10.60.60.5,53,17,5,64,1,96,1,0,0,0,1,0,0,0,0,96,64,64,96,0,0,0,0,0,0,512000,768000,2,0,0,0,0,0,0,0,0,10942,1,4,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-web-015,1777653948000,1777653948287,198.51.100.34,49250,203.0.113.10,443,6,91,918,10,4186,9,31,31,27,287,271,270,128,128,1500,40,40,1500,14,3,0,0,0,0,25500,116277,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,149,29,46,0,167,33,57,Benign,Benign
xgb-d01-benign-workstation-dns-016,1777654380000,1777654380001,10.60.100.82,53015,10.60.60.5,53,17,5,75,1,91,1,0,0,0,1,0,0,0,0,91,75,75,91,0,0,0,0,0,0,600000,728000,2,0,0,0,0,0,0,0,0,50877,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-attack-portal-web-probe-017,1777654812000,1777654817339,198.51.100.88,49264,203.0.113.10,80,6,7,1279,9,1888,7,27,27,27,5339,5339,5339,109,109,701,40,40,701,0,0,0,0,0,0,1916,2828,10,0,4,2,0,64240,26883,0,0,0,0,0,0,0,4961,667,1623,1,5004,889,1840,Malicious,Brute_Force_-Web
xgb-d01-benign-workstation-dns-018,1777655244000,1777655244001,10.60.100.58,53017,10.60.60.5,53,17,5,75,1,160,1,0,0,0,1,0,0,0,0,160,75,75,160,160,75,0,0,0,0,300000,640000,1,1,0,0,0,0,0,0,0,13613,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-019,1777655676000,1777655676001,10.60.100.79,53018,10.60.60.5,53,17,5,64,1,125,1,0,0,0,1,0,0,0,0,125,64,64,125,1,0,0,0,0,0,512000,1000000,2,0,0,0,0,0,0,0,0,45990,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-020,1777656108000,1777656108003,10.60.100.86,53019,10.60.60.5,53,17,5,57,1,89,1,0,0,0,3,0,0,0,0,89,57,57,89,29,19,0,0,0,0,114000,178000,2,0,0,0,0,0,0,0,0,62298,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-021,1777656540000,1777656540021,10.60.100.22,53020,10.60.60.5,53,17,5,57,1,113,1,0,0,0,21,0,0,0,0,113,57,57,113,5,2,0,0,0,0,20727,41090,2,0,0,0,0,0,0,0,0,47561,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-022,1777656972000,1777656972210,10.60.100.43,53021,10.60.60.5,53,17,5,63,1,156,1,0,0,0,210,0,0,0,0,156,63,63,156,0,0,0,0,0,0,2388,5914,1,1,0,0,0,0,0,0,0,39298,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-023,1777657404000,1777657404123,10.60.100.64,53022,10.60.60.5,53,17,5,73,1,140,1,0,0,0,123,0,0,0,0,140,73,73,140,1,0,0,0,0,0,4709,9032,1,1,0,0,0,0,0,0,0,26305,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-edr-patch-update-024,1777657836000,1777657899788,10.60.100.90,49313,10.60.50.15,443,6,91,23354,369,1097974,781,26,26,26,63788,63788,63726,128,128,1500,40,40,1500,17,0,0,0,0,0,2928,137700,350,52,5,2,741,8192,29200,0,0,0,0,0,0,0,58310,172,3037,0,58469,81,2093,Benign,Benign
xgb-d01-attack-portal-web-probe-025,1777658268000,1777658273099,198.51.100.88,49320,203.0.113.10,80,6,7,533,6,721,5,27,27,27,5099,5099,5099,109,109,549,40,40,549,0,0,0,0,0,0,836,1130,9,0,1,1,0,64240,26883,0,0,0,0,0,0,0,4955,1019,1968,0,5005,1274,2154,Malicious,Brute_Force_-Web
xgb-d01-benign-edr-patch-update-026,1777658700000,1777658709012,10.60.100.47,49327,10.60.50.15,443,6,91,152,3,0,0,2,2,0,9012,9012,0,128,128,52,48,0,52,0,0,100,2,0,0,134,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3012,5999,4505,1493,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-027,1777659132000,1777659132047,10.60.100.68,53026,10.60.60.5,53,17,5,72,1,226,1,0,0,0,47,0,0,0,0,226,72,72,226,4,1,0,0,0,0,12000,37666,1,1,0,0,0,0,0,0,0,37493,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-ntp-028,1777659564000,1777659564018,10.60.100.94,12327,10.60.60.15,123,17,9,76,1,76,1,0,0,0,18,0,0,0,0,76,76,76,76,4,4,0,0,0,0,32000,32000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-backup-window-smb-029,1777659996000,1777659996168,10.60.50.8,49348,10.60.40.12,445,6,41,128,3,128,3,23,19,22,168,168,168,96,96,48,40,40,48,0,0,0,0,0,0,6059,6059,6,0,0,0,0,64240,64240,0,0,0,0,0,0,0,168,84,84,0,168,84,84,Benign,Benign
xgb-d01-benign-monitoring-scrape-030,1777660428000,1777660428001,10.60.60.20,49355,10.60.50.30,9100,6,0,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-031,1777660860000,1777660860001,10.60.100.72,53030,10.60.60.5,53,17,5,78,1,206,1,0,0,0,1,0,0,0,0,206,78,78,206,2,0,0,0,0,0,624000,1648000,1,1,0,0,0,0,0,0,0,29852,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-edr-patch-update-032,1777661292000,1777661353312,10.60.100.84,49369,10.60.50.15,443,6,91,1481,15,3910,15,27,27,27,61312,61312,61244,128,128,1500,40,40,1500,0,0,246,6,0,0,193,510,23,4,0,1,2,64240,31088,62976,246,0,0,0,0,0,10077,4378,4911,0,10078,4374,4937,Benign,Benign
xgb-d01-benign-workstation-ntp-033,1777661724000,1777661724019,10.60.100.34,12332,10.60.60.15,123,17,9,76,1,76,1,0,0,0,19,0,0,0,0,76,76,76,76,4,4,0,0,0,0,30400,30400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-attack-vpn-password-spray-034,1777662156000,1777662156562,198.51.100.77,49383,203.0.113.20,443,6,92,3132,23,3765,21,27,27,27,562,562,562,63,63,1028,52,52,1028,6,5,0,0,0,0,44504,53499,33,7,1,2,1,26883,26847,0,0,0,0,0,0,0,330,25,68,0,368,27,81,Malicious,SSH-Bruteforce
xgb-d01-benign-workstation-web-browsing-035,1777662588000,1777662588088,10.60.100.76,49390,198.51.100.151,443,6,91,914,10,4187,9,31,31,27,88,87,71,128,128,1500,40,40,1500,47,10,0,0,0,0,82157,376359,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,19,9,8,0,33,8,11,Benign,Benign
xgb-d01-benign-workstation-web-browsing-036,1777663020000,1777663020001,10.60.100.88,49397,198.51.100.152,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-037,1777663452000,1777663516941,10.60.100.38,49404,198.51.100.151,443,6,91,11730,61,24482,81,26,26,26,64941,64941,64862,128,128,1500,40,40,1500,0,0,0,0,0,0,1444,3015,96,15,4,10,17,8192,29200,0,0,0,0,0,0,0,58442,1081,7472,0,58460,810,6490,Benign,Benign
xgb-d01-benign-workstation-web-browsing-038,1777663884000,1777663884001,10.60.100.59,49411,198.51.100.152,80,6,7,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-039,1777664316000,1777664433044,10.60.100.61,49418,198.51.100.151,443,6,91,1504,16,5299,18,26,26,26,117044,117044,116904,128,128,1470,40,40,1470,0,0,0,0,0,0,102,362,24,4,4,0,2,8192,42780,0,0,0,0,0,0,0,58006,7802,19686,0,58123,6876,18684,Benign,Benign
xgb-d01-benign-workstation-web-browsing-040,1777664748000,1777664748001,10.60.100.92,49425,198.51.100.152,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-041,1777665180000,1777665296894,10.60.100.23,49432,198.51.100.151,443,6,91,1136,13,4423,12,26,26,26,116894,116894,116832,128,128,1500,40,40,1500,0,0,0,0,0,0,77,302,18,3,1,1,2,8192,29200,0,0,0,0,0,0,0,58482,9740,21700,0,58567,10620,22497,Benign,Benign
xgb-d01-attack-vpn-password-spray-042,1777665612000,1777665612565,198.51.100.77,49439,203.0.113.20,443,6,92,3148,23,3817,22,27,27,27,565,565,565,63,63,1028,52,52,1028,6,5,0,0,0,0,44494,53950,34,7,1,2,1,26883,26847,0,0,0,0,0,0,0,276,25,59,0,316,26,72,Malicious,SSH-Bruteforce
xgb-d01-benign-lab-results-api-access-043,1777666044000,1777666047004,10.60.100.48,49446,10.60.20.30,8443,6,265,180,3,0,0,2,2,0,3004,3004,0,63,63,60,60,0,60,0,0,120,2,0,0,479,0,3,0,0,0,0,26883,0,30720,120,0,0,0,0,1000,2003,1501,501,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-044,1777666476000,1777666476001,10.60.100.82,49453,198.51.100.152,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-045,1777666908000,1777666908001,10.60.100.27,53044,10.60.60.5,53,17,5,78,1,160,1,0,0,0,1,0,0,0,0,160,78,78,160,1,0,0,0,0,0,624000,1280000,1,1,0,0,0,0,0,0,0,37398,28,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-lab-results-api-access-046,1777667340000,1777667340001,10.60.100.31,49467,10.60.20.30,8080,6,131,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,25830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-047,1777667772000,1777667781013,10.60.100.69,49474,198.51.100.151,443,6,91,152,3,0,0,2,2,0,9013,9013,0,128,128,52,48,0,52,0,0,100,2,0,0,134,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3004,6008,4506,1502,0,0,0,0,Benign,Benign
xgb-d01-benign-lab-results-api-access-048,1777668204000,1777668204001,10.60.100.73,49481,10.60.20.30,8080,6,131,48,1,0,0,2,2,0,1,0,0,0,0,48,48,0,48,0,0,0,0,0,0,384000,0,1,0,0,0,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-049,1777668636000,1777668636012,10.60.100.31,53048,10.60.60.5,53,17,5,63,1,111,1,0,0,0,12,0,0,0,0,111,63,63,111,9,5,0,0,0,0,38769,68307,2,0,0,0,0,0,0,0,0,57134,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-web-browsing-050,1777669068000,1777669068001,10.60.100.52,49495,198.51.100.152,80,6,7,360,5,454,5,27,27,27,1,0,0,128,128,282,40,40,282,454,360,0,0,0,0,1440000,1816000,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-employee-vpn-051,1777669500000,1777669507396,192.0.2.70,49502,203.0.113.20,443,6,91,2723,16,43495,38,27,27,27,7396,7362,7361,128,128,1500,40,40,1500,5,0,0,0,0,0,2944,47040,15,4,4,4,27,8192,29200,0,0,0,0,0,0,0,3905,490,1126,0,4014,198,777,Benign,Benign
xgb-d01-benign-edr-patch-update-052,1777669932000,1777669992767,10.60.100.90,49509,10.60.50.15,443,6,91,1769,16,6579,16,27,27,27,60767,60767,60756,128,128,1500,40,40,1500,0,0,246,6,0,0,232,866,24,2,0,2,4,8192,26883,62976,246,0,0,0,0,0,10015,4050,4860,0,10015,4050,4872,Benign,Benign
xgb-d01-benign-employee-vpn-053,1777670364000,1777670480620,192.0.2.72,49516,203.0.113.20,443,6,91,2994,49,116133,87,26,26,26,116620,116620,116558,128,128,1500,40,40,1500,0,0,0,0,0,0,205,7966,51,4,3,2,76,8192,29200,0,0,0,0,0,0,0,58330,2429,11621,0,58341,1355,8772,Benign,Benign
xgb-d01-benign-edr-patch-update-054,1777670796000,1777670796125,10.60.100.56,49523,10.60.50.15,443,6,91,965,10,4183,9,31,31,27,125,125,115,128,128,1500,40,40,1500,33,7,0,0,0,0,61269,265587,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,46,13,15,0,56,14,21,Benign,Benign
xgb-d01-benign-employee-vpn-055,1777671228000,1777671237097,192.0.2.74,49530,203.0.113.20,443,6,91,152,3,0,0,2,2,0,9097,9097,0,128,128,52,48,0,52,0,0,100,2,0,0,133,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3081,6015,4548,1466,0,0,0,0,Benign,Benign
xgb-d01-benign-employee-vpn-056,1777671660000,1777671669097,192.0.2.75,49537,203.0.113.20,443,6,91,152,3,0,0,2,2,0,9097,9097,0,128,128,52,48,0,52,0,0,100,2,0,0,133,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3081,6015,4548,1466,0,0,0,0,Benign,Benign
xgb-d01-benign-workstation-dns-057,1777672092000,1777672092001,10.60.100.39,53056,10.60.60.5,53,17,5,64,1,80,1,0,0,0,1,0,0,0,0,80,64,64,80,0,0,0,0,0,0,512000,640000,2,0,0,0,0,0,0,0,0,63294,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-edr-patch-update-058,1777672524000,1777672533018,10.60.100.41,49551,10.60.50.15,443,6,91,152,3,0,0,2,2,0,9018,9018,0,128,128,52,48,0,52,0,0,100,2,0,0,134,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3003,6015,4509,1506,0,0,0,0,Benign,Benign
xgb-d01-attack-vpn-password-spray-059,1777672956000,1777672956562,198.51.100.77,49558,203.0.113.20,443,6,92,3132,23,3765,21,27,27,27,562,562,562,63,63,1028,52,52,1028,6,5,0,0,0,0,44504,53499,33,7,1,2,1,26883,26847,0,0,0,0,0,0,0,330,25,68,0,368,27,81,Malicious,SSH-Bruteforce
xgb-d01-benign-edr-patch-update-060,1777673388000,1777673388622,10.60.100.84,49565,10.60.50.15,443,6,91,924,10,4881,9,31,31,27,622,622,527,128,128,1470,40,40,1470,7,1,0,0,0,0,11865,62677,12,3,1,0,3,8192,42780,0,0,0,0,0,0,0,199,68,64,0,295,65,97,Benign,Benign
xgb-d01-benign-partner-sftp-061,1777673820000,1777673820001,198.51.100.180,49572,203.0.113.40,22,6,92,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,49962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-employee-vpn-062,1777674252000,1777674369639,192.0.2.21,49579,203.0.113.20,443,6,91,1126,13,5095,12,26,26,26,117639,117639,117498,128,128,1470,40,40,1470,0,0,0,0,0,0,76,346,18,3,1,0,3,8192,42780,0,0,0,0,0,0,0,58825,9802,21732,0,58928,10681,22550,Benign,Benign
xgb-d01-benign-workstation-dns-063,1777674684000,1777674684001,10.60.100.66,53062,10.60.60.5,53,17,5,64,1,132,1,0,0,0,1,0,0,0,0,132,64,64,132,132,64,0,0,0,0,256000,528000,1,1,0,0,0,0,0,0,0,49778,28,8,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-edr-patch-update-064,1777675116000,1777675177296,10.60.100.88,49593,10.60.50.15,443,6,91,1481,15,3910,15,27,27,27,61296,61296,61229,128,128,1500,40,40,1500,0,0,246,6,0,0,193,510,23,4,0,1,2,64240,31088,62976,246,0,0,0,0,0,10077,4377,4919,0,10077,4373,4938,Benign,Benign
xgb-d01-benign-workstation-dns-065,1777675548000,1777675548022,10.60.100.28,53064,10.60.60.5,53,17,5,53,1,85,1,0,0,0,22,0,0,0,0,85,53,53,85,3,2,0,0,0,0,18434,29565,2,0,0,0,0,0,0,0,0,6653,1,60,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-employee-vpn-066,1777675980000,1777675986367,192.0.2.25,49607,203.0.113.20,443,6,91,1283,12,4226,13,27,27,27,6367,6367,6299,128,128,1472,40,40,1472,0,0,0,0,367,1,1611,5309,16,3,4,0,2,8192,8192,0,0,0,0,0,0,0,5752,578,1637,0,5752,524,1577,Benign,Benign
xgb-d01-benign-patient-portal-web-067,1777676412000,1777676418365,198.51.100.41,49614,203.0.113.10,443,6,91,1330,12,4226,13,27,27,27,6365,6365,6297,128,128,1472,40,40,1472,0,0,0,0,367,1,1671,5310,16,3,3,1,2,8192,8192,0,0,0,0,0,0,0,5750,578,1636,0,5750,524,1577,Benign,Benign
xgb-d01-attack-direct-db-probe-068,1777676844000,1777676900639,198.51.100.90,49621,10.60.30.20,5432,6,7,61207,155,76715,105,219,219,27,56639,56639,56639,127,127,1109,40,40,1109,1,1,0,0,0,0,8645,10835,58,0,101,50,51,8192,26883,0,0,0,0,0,0,0,1115,367,481,0,1180,544,554,Malicious,SQL_Injection
xgb-d01-benign-patient-portal-web-069,1777677276000,1777677282355,198.51.100.43,49628,203.0.113.10,443,6,91,1297,12,4226,13,27,27,27,6355,6355,6287,128,128,1472,40,40,1472,0,0,0,0,367,1,1632,5319,16,3,4,0,2,8192,8192,0,0,0,0,0,0,1,5771,577,1644,0,5770,523,1583,Benign,Benign
xgb-d01-benign-ehr-api-access-070,1777677708000,1777677708001,10.60.100.53,49635,10.60.20.15,8443,6,0,40,1,0,0,2,2,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,59217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-web-071,1777678140000,1777678146008,198.51.100.45,49642,203.0.113.10,443,6,91,773,10,3492,11,31,31,27,6008,6008,5940,128,128,1472,40,40,1472,0,0,0,0,0,0,1029,4649,15,3,1,0,2,8192,8192,0,0,0,0,0,0,0,5709,667,1782,0,5778,593,1728,Benign,Benign
xgb-d01-benign-ehr-api-access-072,1777678572000,1777678575006,10.60.100.82,49649,10.60.20.15,8443,6,265,180,3,0,0,2,2,0,3006,3006,0,63,63,60,60,0,60,0,0,120,2,0,0,478,0,3,0,0,0,0,26883,0,30720,120,0,0,0,0,1002,2003,1502,500,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-web-073,1777679004000,1777679010008,198.51.100.47,49656,203.0.113.10,443,6,91,773,10,3492,11,31,31,27,6008,6008,5940,128,128,1472,40,40,1472,0,0,0,0,0,0,1029,4649,15,3,1,0,2,8192,8192,0,0,0,0,0,0,0,5689,667,1775,0,5757,593,1721,Benign,Benign
xgb-d01-benign-ehr-api-access-074,1777679436000,1777679439005,10.60.100.57,49663,10.60.20.15,8443,6,265,180,3,0,0,2,2,0,3005,3005,0,63,63,60,60,0,60,0,0,120,2,0,0,479,0,3,0,0,0,0,26883,0,30720,120,0,0,0,0,1001,2003,1502,501,0,0,0,0,Benign,Benign
xgb-d01-benign-patient-portal-web-075,1777679868000,1777679868245,198.51.100.49,49670,203.0.113.10,443,6,91,965,10,4183,9,223,223,27,245,245,233,128,128,1500,40,40,1500,17,3,0,0,0,0,31382,136032,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,186,26,56,0,198,28,64,Benign,Benign
