flow_id,day,flow_family,src_ip,dst_ip,src_port,dst_port,protocol,route,ml_prob,ml_prob_band,effective_review_threshold,adjusted_by_watchlist,dynamic_threshold_applied,dynamic_threshold_reason,watchlist_item,match_strength,trigger_matched,context_only,severity,confidence
xgb-d01-benign-workstation-dns-019,d01,workstation-dns,10.60.100.79,10.60.60.5,53018,53,17,tier1_llm,0.08744597434997559,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-020,d01,workstation-dns,10.60.100.86,10.60.60.5,53019,53,17,tier1_llm,0.0691998153924942,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-021,d01,workstation-dns,10.60.100.22,10.60.60.5,53020,53,17,tier1_llm,0.09972993284463882,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-022,d01,workstation-dns,10.60.100.43,10.60.60.5,53021,53,17,tier1_llm,0.06649681180715561,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-023,d01,workstation-dns,10.60.100.64,10.60.60.5,53022,53,17,tier1_llm,0.05969276651740074,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.8
xgb-d01-benign-workstation-dns-027,d01,workstation-dns,10.60.100.68,10.60.60.5,53026,53,17,tier1_llm,0.068134605884552,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-ntp-028,d01,workstation-ntp,10.60.100.94,10.60.60.15,12327,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-031,d01,workstation-dns,10.60.100.72,10.60.60.5,53030,53,17,tier1_llm,0.06297311186790466,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-ntp-033,d01,workstation-ntp,10.60.100.34,10.60.60.15,12332,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-web-browsing-038,d01,workstation-web-browsing,10.60.100.59,198.51.100.152,49411,80,6,auto_alert,0.9954527616500854,>=0.95,0.2,False,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,asset_only,False,False,high,0.8
xgb-d01-benign-workstation-dns-045,d01,workstation-dns,10.60.100.27,10.60.60.5,53044,53,17,tier1_llm,0.07831089198589325,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.9
xgb-d01-benign-workstation-dns-049,d01,workstation-dns,10.60.100.31,10.60.60.5,53048,53,17,tier1_llm,0.09201526641845703,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-057,d01,workstation-dns,10.60.100.39,10.60.60.5,53056,53,17,tier1_llm,0.09478070586919785,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d01-benign-workstation-dns-063,d01,workstation-dns,10.60.100.66,10.60.60.5,53062,53,17,tier1_llm,0.10231843590736389,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-065,d01,workstation-dns,10.60.100.28,10.60.60.5,53064,53,17,tier1_llm,0.09002000093460083,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-140,d01,workstation-dns,10.60.100.94,10.60.60.5,53139,53,17,tier1_llm,0.12659990787506104,0.12-0.20,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-ntp-168,d01,workstation-ntp,10.60.100.94,10.60.60.15,12467,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-ntp-170,d01,workstation-ntp,10.60.100.58,10.60.60.15,12469,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d01-benign-workstation-ntp-173,d01,workstation-ntp,10.60.100.22,10.60.60.15,12472,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d01-benign-workstation-dns-176,d01,workstation-dns,10.60.100.88,10.60.60.5,53175,53,17,tier1_llm,0.061645325273275375,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-001,d02,workstation-dns,10.60.100.54,10.60.60.5,53400,53,17,tier1_llm,0.07973572611808777,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-002,d02,workstation-dns,10.60.100.75,10.60.60.5,53401,53,17,tier1_llm,0.0869673416018486,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-003,d02,workstation-dns,10.60.100.82,10.60.60.5,53402,53,17,tier1_llm,0.092491514980793,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-005,d02,workstation-dns,10.60.100.58,10.60.60.5,53404,53,17,tier1_llm,0.14854519069194794,0.12-0.20,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-009,d02,workstation-dns,10.60.100.43,10.60.60.5,53408,53,17,tier1_llm,0.07617724686861038,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-011,d02,workstation-dns,10.60.100.90,10.60.60.5,53410,53,17,tier1_llm,0.09551949054002762,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-013,d02,workstation-dns,10.60.100.47,10.60.60.5,53412,53,17,tier1_llm,0.04802778735756874,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-016,d02,workstation-dns,10.60.100.30,10.60.60.5,53415,53,17,tier1_llm,0.05948058143258095,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-017,d02,workstation-dns,10.60.100.51,10.60.60.5,53416,53,17,tier1_llm,0.07395000010728836,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-018,d02,workstation-dns,10.60.100.72,10.60.60.5,53417,53,17,tier1_llm,0.06242941692471504,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-019,d02,workstation-dns,10.60.100.84,10.60.60.5,53418,53,17,tier1_llm,0.06871240586042404,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-020,d02,workstation-dns,10.60.100.34,10.60.60.5,53419,53,17,tier1_llm,0.06220930442214012,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-021,d02,workstation-dns,10.60.100.55,10.60.60.5,53420,53,17,tier1_llm,0.06993009895086288,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-022,d02,workstation-dns,10.60.100.76,10.60.60.5,53421,53,17,tier1_llm,0.06584880501031876,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.9
xgb-d02-benign-workstation-dns-025,d02,workstation-dns,10.60.100.59,10.60.60.5,53424,53,17,tier1_llm,0.05411757528781891,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-026,d02,workstation-dns,10.60.100.61,10.60.60.5,53425,53,17,tier1_llm,0.06788163632154465,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-ntp-032,d02,workstation-ntp,10.60.100.27,10.60.60.15,12731,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-web-browsing-039,d02,workstation-web-browsing,10.60.100.90,198.51.100.152,51818,80,6,auto_alert,0.9954527616500854,>=0.95,0.2,False,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,asset_only,False,False,high,0.8
xgb-d02-benign-workstation-dns-044,d02,workstation-dns,10.60.100.39,10.60.60.5,53443,53,17,tier1_llm,0.053318895399570465,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-048,d02,workstation-dns,10.60.100.24,10.60.60.5,53447,53,17,tier1_llm,0.08545894175767899,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-056,d02,workstation-dns,10.60.100.32,10.60.60.5,53455,53,17,tier1_llm,0.09696878492832184,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d02-benign-workstation-dns-062,d02,workstation-dns,10.60.100.78,10.60.60.5,53461,53,17,tier1_llm,0.0801481157541275,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-064,d02,workstation-dns,10.60.100.21,10.60.60.5,53463,53,17,tier1_llm,0.07456272840499878,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d02-benign-workstation-dns-137,d02,workstation-dns,10.60.100.57,10.60.60.5,53536,53,17,tier1_llm,0.07013984024524689,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-dns-164,d02,workstation-dns,10.60.100.26,10.60.60.5,53563,53,17,tier1_llm,0.07039230316877365,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-167,d02,workstation-ntp,10.60.100.92,10.60.60.15,12866,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-168,d02,workstation-ntp,10.60.100.30,10.60.60.15,12867,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-169,d02,workstation-ntp,10.60.100.51,10.60.60.15,12868,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-171,d02,workstation-ntp,10.60.100.82,10.60.60.15,12870,123,17,tier1_llm,0.10022671520709991,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-172,d02,workstation-ntp,10.60.100.34,10.60.60.15,12871,123,17,tier1_llm,0.11992980539798737,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d02-benign-workstation-ntp-174,d02,workstation-ntp,10.60.100.76,10.60.60.15,12873,123,17,tier1_llm,0.18649564683437347,0.12-0.20,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-001,d03,workstation-dns,10.60.100.68,10.60.60.5,53800,53,17,tier1_llm,0.07710665464401245,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-002,d03,workstation-dns,10.60.100.94,10.60.60.5,53801,53,17,tier1_llm,0.062303002923727036,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-006,d03,workstation-dns,10.60.100.84,10.60.60.5,53805,53,17,tier1_llm,0.05061842128634453,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-008,d03,workstation-dns,10.60.100.55,10.60.60.5,53807,53,17,tier1_llm,0.08490484207868576,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d03-benign-workstation-dns-010,d03,workstation-dns,10.60.100.88,10.60.60.5,53809,53,17,tier1_llm,0.0930144339799881,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.95
xgb-d03-benign-workstation-dns-012,d03,workstation-dns,10.60.100.59,10.60.60.5,53811,53,17,tier1_llm,0.092491514980793,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-014,d03,workstation-dns,10.60.100.92,10.60.60.5,53813,53,17,tier1_llm,0.05307783931493759,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-017,d03,workstation-dns,10.60.100.65,10.60.60.5,53816,53,17,tier1_llm,0.07092122733592987,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-018,d03,workstation-dns,10.60.100.82,10.60.60.5,53817,53,17,tier1_llm,0.07313651591539383,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d03-benign-workstation-dns-019,d03,workstation-dns,10.60.100.27,10.60.60.5,53818,53,17,tier1_llm,0.10067200660705566,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-021,d03,workstation-dns,10.60.100.69,10.60.60.5,53820,53,17,tier1_llm,0.09376029670238495,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.8
xgb-d03-benign-workstation-dns-022,d03,workstation-dns,10.60.100.86,10.60.60.5,53821,53,17,tier1_llm,0.08567103743553162,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d03-benign-workstation-dns-025,d03,workstation-dns,10.60.100.73,10.60.60.5,53824,53,17,tier1_llm,0.06052374094724655,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-027,d03,workstation-dns,10.60.100.35,10.60.60.5,53826,53,17,tier1_llm,0.09478070586919785,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-ntp-029,d03,workstation-ntp,10.60.100.77,10.60.60.15,13128,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-dns-030,d03,workstation-dns,10.60.100.94,10.60.60.5,53829,53,17,tier1_llm,0.048045407980680466,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.9
xgb-d03-benign-workstation-dns-043,d03,workstation-dns,10.60.100.32,10.60.60.5,53842,53,17,tier1_llm,0.060047369450330734,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-047,d03,workstation-dns,10.60.100.36,10.60.60.5,53846,53,17,tier1_llm,0.07849568128585815,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-dns-059,d03,workstation-dns,10.60.100.29,10.60.60.5,53858,53,17,tier1_llm,0.07273396104574203,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-dns-060,d03,workstation-dns,10.60.100.50,10.60.60.5,53859,53,17,tier1_llm,0.10450933128595352,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-dns-066,d03,workstation-dns,10.60.100.88,10.60.60.5,53865,53,17,tier1_llm,0.10590402781963348,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-138,d03,workstation-dns,10.60.100.90,10.60.60.5,53937,53,17,tier1_llm,0.10071190446615219,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
xgb-d03-benign-workstation-dns-163,d03,workstation-dns,10.60.100.38,10.60.60.5,53962,53,17,tier1_llm,0.06768670678138733,0.04-0.08,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.5
xgb-d03-benign-workstation-ntp-167,d03,workstation-ntp,10.60.100.23,10.60.60.15,13266,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-ntp-168,d03,workstation-ntp,10.60.100.44,10.60.60.15,13267,123,17,tier1_llm,0.2251024842262268,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-ntp-169,d03,workstation-ntp,10.60.100.65,10.60.60.15,13268,123,17,tier1_llm,0.2459377497434616,0.20-0.30,0.04,True,False,,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,high,0.95
xgb-d03-benign-workstation-ntp-170,d03,workstation-ntp,10.60.100.94,10.60.60.15,13269,123,17,tier1_llm,0.11367304623126984,0.08-0.12,0.04,True,True,Tier 2 threat pattern marks repeated external DNS as critical review traffic.,P1-SOURCE-PATTERN-DNS-TUNNEL-BURST,review_candidate,True,False,medium,0.85
